,T,Ttiming
87,0.11214852165839839,53.926
88,0.11503236015177447,54.4815
89,0.11131995793525787,55.035
90,0.11081247423343825,55.586
91,0.1064409690548482,56.129
92,0.11125381611135227,56.681
93,0.10611400655547858,57.2295
94,0.10365249885384811,57.791
95,0.1087080655438987,58.3535
96,0.10568768575891192,58.944
97,0.11249876045122895,59.551
98,0.10628179029227669,60.165
99,0.10999774328280944,60.7705
100,0.10766577780185084,61.3795
101,0.11607680720678534,61.9805
102,0.11151348938901673,62.574
103,0.11454697842439492,63.1715
104,0.11559518494413357,63.7695
105,0.11950167870768101,64.361
106,0.11639375811181557,64.9625
107,0.12199446067623974,65.5685
108,0.1190917468089565,66.189
109,0.12024121867650847,66.8105
110,0.11974656341868457,67.432
111,0.13127103957478997,68.0505
112,0.1223970035606909,68.673
113,0.12988731204922277,69.2745
114,0.12157497658908648,69.8675
115,0.1274846229333752,70.476
116,0.11948527192857855,71.097
117,0.12857315781822737,71.7125
118,0.1209345047346764,72.335
119,0.1305685524949703,72.959
120,0.12467487587070675,73.6035
121,0.12827781915996833,74.229
122,0.11727836687566012,74.838
123,0.12963866514562666,75.4465
124,0.11828371783061334,76.042
125,0.12661384420049407,76.6275
126,0.1220941253089603,77.209
127,0.11351142452600065,77.8005
128,0.1082883012102748,78.3775
129,0.10313219981815294,78.9755
130,0.11428758605043558,79.651
131,0.1291461497383567,80.354
132,0.12691208838662327,81.0515
133,0.12471733617419888,81.747
134,0.1120949623104164,82.4115
135,0.12551854462452025,83.0685
136,0.12123073317409203,83.714
137,0.12485381288500905,84.345
138,0.11781590552930984,84.9845
139,0.12478129127473059,85.612
140,0.12501962382884624,86.219
141,0.11589795305623313,86.8185
142,0.12481761337793033,87.419
143,0.12401081796403696,88.0175
144,0.11889683493565961,88.6285
145,0.12595128717028858,89.23
146,0.12419255728447844,89.855
147,0.12902128051596867,90.4585
148,0.1262693333144146,91.093
149,0.12771294261404104,91.7305
150,0.1312872161332158,92.411
151,0.12852409383062044,93.1135
152,0.13407351802796216,93.7945
153,0.1275890711334729,94.452
154,0.13628518823190688,95.093
155,0.1284440698314337,95.7165
156,0.13284059778769242,96.3275
157,0.12685672059493644,96.941
158,0.13508527809749568,97.549
159,0.12417549669799198,98.1655
160,0.13416975451086965,98.774
161,0.12624066894777788,99.394
162,0.13328866162505398,100.0235
163,0.12963717620615442,100.6785
164,0.12950319835681284,101.309
165,0.13168425453535765,101.9795
166,0.12809390670907145,102.6225
167,0.1323607599880444,103.2645
168,0.13225374241549287,103.8885
169,0.13669844263551428,104.515
170,0.13325026388590955,105.138
171,0.13667592572380338,105.764
172,0.12748939784406466,106.3835
173,0.1357974297181169,106.997
174,0.13017630583736078,107.6105
175,0.13273676661971417,108.226
176,0.1265999069087959,108.842
177,0.13215734963693304,109.473
178,0.13057102564331435,110.1325
179,0.12851826976711836,110.7885
180,0.12693706586707465,111.425
181,0.13330785831790198,112.0535
182,0.1295006589529058,112.676
183,0.131492479544078,113.2815
184,0.12496960093737292,113.876
185,0.12269443025396018,114.465
186,0.1260613250827845,115.053
187,0.1269690853643445,115.656
188,0.12425722967830236,116.2655
189,0.13283655466972633,116.907
190,0.13105211220849639,117.5655
191,0.1357481970173159,118.2435
192,0.1345346986732633,118.9355
193,0.1349713781332633,119.6165
194,0.13086977996825233,120.2885
195,0.12907858168413205,120.9215
196,0.12795382783744352,121.554
197,0.12514745622251078,122.1655
198,0.12828406532585895,122.778
199,0.12793782522741098,123.369
200,0.11032447008754769,123.954
201,0.1336447870475393,124.5375
